Progress,Duration (in seconds),Finished,S1_1,S1_gen_4,S1_gen_5,S1_gen_6,S1_gen_7,S1_gen_8,S1_A1_7,S1_A1_8,S1_A1_9,S1_A2_7,S1_A2_8,S1_A2_9,S1_A3_7,S1_A3_8,S1_A3_9,S1_A4_7,S1_A4_8,S1_A4_9,S1_A5_7,S1_A5_8,S1_A5_9,S2_1,S2_gen_4,S2_gen_5,S2_gen_6,S2_gen_7,S2_gen_8,S2_A1_7,S2_A1_8,S2_A1_9,S2_A2_7,S2_A2_8,S2_A2_9,S2_A3_7,S2_A3_8,S2_A3_9,S2_A4_7,S2_A4_8,S2_A4_9,S2_A5_7,S2_A5_8,S2_A5_9,S3_1,S3_gen_4,S3_gen_5,S3_gen_6,S3_gen_7,S3_gen_8,S3_A1_7,S3_A1_8,S3_A1_9,S3_A2_7,S3_A2_8,S3_A2_9,S3_A3_7,S3_A3_8,S3_A3_9,S3_A4_7,S3_A4_8,S3_A4_9,S3_A5_7,S3_A5_8,S3_A5_9,S4_1,S4_gen_4,S4_gen_5,S4_gen_6,S4_gen_7,S4_gen_8,S4_A1_7,S4_A1_8,S4_A1_9,S4_A2_7,S4_A2_8,S4_A2_9,S4_A3_7,S4_A3_8,S4_A3_9,S4_A4_7,S4_A4_8,S4_A4_9,S4_A5_7,S4_A5_8,S4_A5_9,S5_1,S5_gen_4,S5_gen_5,S5_gen_6,S5_gen_7,S5_gen_8,S5_A1_7,S5_A1_8,S5_A1_9,S5_A2_7,S5_A2_8,S5_A2_9,S5_A3_7,S5_A3_8,S5_A3_9,S5_A4_7,S5_A4_8,S5_A4_9,S5_A5_7,S5_A5_8,S5_A5_9,S6_1,S6_gen_4,S6_gen_5,S6_gen_6,S6_gen_7,S6_gen_8,S6_A1_7,S6_A1_8,S6_A1_9,S6_A2_7,S6_A2_8,S6_A2_9,S6_A3_7,S6_A3_8,S6_A3_9,S6_A4_7,S6_A4_8,S6_A4_9,S6_A5_7,S6_A5_8,S6_A5_9,S7_1,S7_gen_4,S7_gen_5,S7_gen_6,S7_gen_7,S7_gen_8,S7_A1_7,S7_A1_8,S7_A1_9,S7_A2_7,S7_A2_8,S7_A2_9,S7_A3_7,S7_A3_8,S7_A3_9,S7_A4_7,S7_A4_8,S7_A4_9,S7_A5_7,S7_A5_8,S7_A5_9,S8_1,S8_gen_4,S8_gen_5,S8_gen_6,S8_gen_7,S8_gen_8,S8_A1_7,S8_A1_8,S8_A1_9,S8_A2_7,S8_A2_8,S8_A2_9,S8_A3_7,S8_A3_8,S8_A3_9,S8_A4_7,S8_A4_8,S8_A4_9,S8_A5_7,S8_A5_8,S8_A5_9,S9_1,S9_gen_4,S9_gen_5,S9_gen_6,S9_gen_7,S9_gen_8,S9_A1_7,S9_A1_8,S9_A1_9,S9_A2_7,S9_A2_8,S9_A2_9,S9_A3_7,S9_A3_8,S9_A3_9,S9_A4_7,S9_A4_8,S9_A4_9,S9_A5_7,S9_A5_8,S9_A5_9,S10_1,S10_gen_4,S10_gen_5,S10_gen_6,S10_gen_7,S10_gen_8,S10_A1_7,S10_A1_8,S10_A1_9,S10_A2_7,S10_A2_8,S10_A2_9,S10_A3_7,S10_A3_8,S10_A3_9,S10_A4_7,S10_A4_8,S10_A4_9,S10_A5_7,S10_A5_8,S10_A5_9,S11_1,S11_gen_4,S11_gen_5,S11_gen_6,S11_gen_7,S11_gen_8,S11_A1_7,S11_A1_8,S11_A1_9,S11_A2_7,S11_A2_8,S11_A2_9,S11_A3_7,S11_A3_8,S11_A3_9,S11_A4_7,S11_A4_8,S11_A4_9,S11_A5_7,S11_A5_8,S11_A5_9,S12_1,S12_gen_4,S12_gen_5,S12_gen_6,S12_gen_7,S12_gen_8,S12_A1_7,S12_A1_8,S12_A1_9,S12_A2_7,S12_A2_8,S12_A2_9,S12_A3_7,S12_A3_8,S12_A3_9,S12_A4_7,S12_A4_8,S12_A4_9,S12_A5_7,S12_A5_8,S12_A5_9,S13_1,S13_gen_4,S13_gen_5,S13_gen_6,S13_gen_7,S13_gen_8,S13_A1_7,S13_A1_8,S13_A1_9,S13_A2_7,S13_A2_8,S13_A2_9,S13_A3_7,S13_A3_8,S13_A3_9,S13_A4_7,S13_A4_8,S13_A4_9,S13_A5_7,S13_A5_8,S13_A5_9,S14_1,S14_gen_4,S14_gen_5,S14_gen_6,S14_gen_7,S14_gen_8,S14_A1_7,S14_A1_8,S14_A1_9,S14_A2_7,S14_A2_8,S14_A2_9,S14_A3_7,S14_A3_8,S14_A3_9,S14_A4_7,S14_A4_8,S14_A4_9,S14_A5_7,S14_A5_8,S14_A5_9,S15_1,S15_gen_4,S15_gen_5,S15_gen_6,S15_gen_7,S15_gen_8,S15_A1_7,S15_A1_8,S15_A1_9,S15_A2_7,S15_A2_8,S15_A2_9,S15_A3_7,S15_A3_8,S15_A3_9,S15_A4_7,S15_A4_8,S15_A4_9,S15_A5_7,S15_A5_8,S15_A5_9,S16_1,S16_gen_4,S16_gen_5,S16_gen_6,S16_gen_7,S16_gen_8,S16_A1_7,S16_A1_8,S16_A1_9,S16_A2_7,S16_A2_8,S16_A2_9,S16_A3_7,S16_A3_8,S16_A3_9,S16_A4_7,S16_A4_8,S16_A4_9,S16_A5_7,S16_A5_8,S16_A5_9,S17_1,S17_gen_4,S17_gen_5,S17_gen_6,S17_gen_7,S17_gen_8,S17_A1_7,S17_A1_8,S17_A1_9,S17_A2_7,S17_A2_8,S17_A2_9,S17_A3_7,S17_A3_8,S17_A3_9,S17_A4_7,S17_A4_8,S17_A4_9,S17_A5_7,S17_A5_8,S17_A5_9,S18_1,S18_gen_4,S18_gen_5,S18_gen_6,S18_gen_7,S18_gen_8,S18_A1_7,S18_A1_8,S18_A1_9,S18_A2_7,S18_A2_8,S18_A2_9,S18_A3_7,S18_A3_8,S18_A3_9,S18_A4_7,S18_A4_8,S18_A4_9,S18_A5_7,S18_A5_8,S18_A5_9,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,2270,TRUE,,,,,,,,,,,,,,,,,,,,,,8,Call a friend to ask them to take him to the airport ,Call the airline and ask to change his flight to a later time,Delay his safari trip,Have his car towed to his house and take a cab to the airport ,Call and politely ask what time the flight is leaving and if there was any way they could delay the flight a few minutes  ,47,89,77,14,90,99,0,95,60,3,77,48,62,100,94,,,,,,,,,,,,,,,,,,,,,,44,Leave a note with receptionist for her friend explaining what happened ,Renew her membership,Ask to borrow a phone to call her friend ,Ditch the meeting all together and go back to work ,Go back to the office to grab her phone so she can call her friend and explain what happened ,44,89,72,36,99,100,48,84,74,31,6,23,29,91,77,,,,,,,,,,,,,,,,,,,,,,90,Try to navigate back to a known location ,Try to go to a high point and make something that could get them noticed ,Seek food and water and shelter ,Sit and wait to be rescued ,Leave a trail of things to try and get noticed ,90,69,89,41,90,89,60,88,81,69,74,62,57,66,57,0,Check to see if more tickets are available ,Ask at the concert if anyone has an extra ticket ,Call a friend and see if they are willing to go bring them the ticket ,Check to see if they can use a receipt to get the ticket reprinted ,Sneak him in without a ticket ,46,87,87,19,33,39,24,62,74,24,74,80,71,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Tell the bride and groom what happened ,Improvise a solution ,Lie and say they were stolen ,Admit he lost them and will give them to them as soon as he finds them ,Ask a couple  to borrow their wedding rings ,58,88,86,73,50,82,43,6,41,22,91,39,13,32,16,100,Call other family members to see if they could have their father move in,Find a bigger apartment and move his father into it with him,Start a go fund me to raise money to put him into a retirement home ,Ask if any nursing homes have a scholarship available for him to to use to pay for housing ,Move his dad into his current apartment and have him live on the couch ,28,84,79,38,72,64,18,82,92,37,67,46,9,19,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Male,White / Caucasian,,Master's Degree (MS),Rung 4,,demand that the airline delays the flight,,lie that she left her card inside,,collect wood to start a fire,pretend they are conjoined twins,,,,,,call the taxi company,move into his father’s apartment,,,,
100,1171,TRUE,100,Find more way to make more money,Steal money,Request government assistance ,Setup go fundme account,Beg for other people's money,79,93,92,77,26,23,78,88,95,86,95,98,40,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,Ask the teenager if he is part of the family,Call the security ,Tell the teenager to go away,Yell loudly for thief,Ignore,71,87,94,64,55,73,25,13,15,46,15,11,80,62,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Break the window,Call 911,Ask other people to help,Find the owner of the car,Ignore like there is nothing happens,81,92,96,92,97,99,70,90,95,57,95,76,45,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Find better job or another job,Try to get government benefit,Bear it in the same place,Ask help from another family ,Find a better retirement home,40,67,78,85,96,94,56,66,67,74,84,88,81,95,95,100,Catch fish from the ocean,Ignore the passengers needs,Keeping the food to himself,Eat the other passengers ,Work harder to resolve the engine issue,84,92,95,40,16,12,67,25,47,15,40,12,72,90,95,33,Reach for better place with phone signal,Explore the area to signal help,Find other tools from the area,Wait longer for help to come,Try to find other drink or food resources for both of them,80,93,92,74,94,99,51,82,52,87,98,99,71,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 7,take out a loan,,,,,,,wave to the parents,,,light a fire under the car,,,abandon his father,request supplies to be airdropped,saw Todd’s arm off,,
100,1135,TRUE,1,He could apply to a charity for medical aid,He could appeal to the hospital's financial office for aid,He could start a crowdfunding campaign,He could take a second job,He could take out a personal loan,32,100,75,18,100,100,80,100,28,78,91,50,62,55,66,1,He could walk,He could call a rideshare or taxi,He could hitch a ride,He could call the airport and try to reschedule his flight,He could cancel his trip and call a tow truck,1,100,17,100,100,100,32,100,25,88,100,89,29,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,She could go to the mall help desk and ask an announcement to be made for the owner of that make/model of car,She could wait a few minutes to see if the owner comes out before calling someone for help,She could call an animal safety/abuse group,She could leave,She could try to enter the car herself,40,100,85,19,100,80,29,81,36,100,15,100,50,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,He could deal with sharing the small space with his father,He could pool his father's savings/income to rent a slightly larger apartment,He could ask other family members for help,He could research aid for elders,He could give up his apartment and move in with his father to cut expenses,10,100,21,41,100,16,71,100,58,84,100,53,62,100,42,1,He could ration out the food,He could hoard food for himself and higher level crew or prestigious passengers and let others starve,He could feed the children and let others go hungry,He could refuse to take action and let people panic if supplies run out,He could make people fight for resources,100,100,100,70,1,42,79,33,67,17,1,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,She could have stayed with her competitor and given first aid,She could have ignored him and kept going,She could have tried to put him on her sled and taken him to safety,She could have waited for another racer to come by and tried to convince them to help,"She could have covered him with a blanket, called for help, and continued the race",71,100,49,34,1,5,50,95,48,54,85,45,41,5,35,,35,Other,White / Caucasian,,College Graduate (4 year),Rung 3,go on strike for better wages,try to convince a passing driver to trade cars,,,,,,,,,call emergency services,,,abandon his father,organize a fishing crew,,,call for help
100,1133,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Do nothing. ,Cover the $50 out of pocket.,Discuss it with a coworker. ,Quit.,Make up a story about a black guy stealing the money.,50,50,50,48,75,83,93,100,100,33,100,41,35,20,58,7,Truthfully explain the situation to the doorman. ,Renew her membership. ,Borrow someone's phone and call her friend. ,Stand her friend up.,Pretend she is with someone else entering the building. ,81,100,100,72,100,100,51,100,59,57,52,72,42,60,54,0,Tell the truth.,Tell a less outrageous lie.,Call her mom and ask her to bring the homework. ,Turn in nothing.,Give the teacher a BJ.,91,100,100,71,39,81,82,95,100,42,100,64,10,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Give her a ride to her destination. ,Give her a ride part way to her destination. ,Politely decline. ,Rudely decline. ,Have sex with her in the restroom.,43,100,77,54,100,86,92,100,100,61,66,62,3,100,5,34,Check if the doors were locked.,Try to find the owner.,Trigger the vehicle's alarm.,Break a window. ,Nothing.,100,51,24,100,100,92,27,63,16,5,32,18,100,47,100,0,Dispose of the knife.,Put it through the scanner and hope for the best.,Mail the knife to himself. ,Hide it on his person. ,Start slitting throats. ,70,100,100,53,71,61,37,100,54,25,45,29,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,,explain the situation to his boss,lie that she left her card inside,lie that her house burnt down,,,,,turn invisible,call emergency services,hide the knife in someone else's bag,,,,,,
100,1595,TRUE,40,Start a GoFundMe on social media.,Ask relatives for help.,Sell heirlooms or jewelries.,Get another job.,Rent out a part of his house.,81,100,89,71,100,100,100,100,100,92,100,100,71,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Liz could go back to the office to inform her friend.,She could ask the receptionist to announce her friend's name over the speaker to come to the front desk.,Renew her membership.,Stay at the gym and hope she sees her friend.,Call her parents to pay for her membership.,81,100,100,93,100,100,91,100,100,93,100,100,22,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,He could call the cops.,Signal through his lights until the driver stops.,Drive ahead of him and block the road.,Bump him so he'll stop.,Drive alongside him and shout to stop driving.,92,100,100,93,100,100,61,63,3,8,8,1,90,95,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Ask another relative to take turns with him to watch over his dad.,Get another job so he can afford a retirement home.,Marry a rich woman so she can help pay for the retirement home.,Bring him to a nursing home that covers Medicaid.,Contact the local community care services and ask for help.,50,100,100,93,100,100,56,100,100,91,100,100,92,100,100,100,Ration the supplies.,Catch fish and other seafoods.,Do not waste food and water.,Avoid snacks.,Request to be rescued by the U.S. Coast Guard,100,100,100,82,100,100,100,100,100,70,100,100,82,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,She could have just continued on the race.,Stop and help wait until help arrives,Bring the person back to base.,Stop other competitors for help.,Continue with the race and report the accident when she gets to the finish line.,30,3,56,91,100,95,90,100,99,94,100,100,50,10,59,,46,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,commit credit card fraud,,,pull the fire alarm,,,,,honk an angry message in Morse code,,,,,move into his father’s apartment,request supplies to be airdropped,,,call for help
100,1079,TRUE,,,,,,,,,,,,,,,,,,,,,,0,book a later flight,take a cab,call for help,sing a song,curse,50,100,100,29,100,42,100,100,100,0,100,0,100,47,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,run in place,keep hiking,curse,try calling for help,cry,5,100,50,29,80,50,49,23,85,36,100,65,7,66,8,,,,,,,,,,,,,,,,,,,,,,1,nothing,asked the teen what they were doing,told them to stop,looked away,gone swimming,70,75,100,10,50,10,10,10,10,75,80,100,50,46,50,7,call 911,go around,pull over,throw a fit,curse,100,100,100,82,100,100,72,73,74,1,1,3,53,52,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,call someone for help,lock up and leave,miss his court date,have someone take his place,cry,51,92,92,53,79,49,33,60,63,60,60,60,9,48,2,93,call for help,leave him,stay till help arrives,leave one of her dogs for protection,look for his dogs,100,100,100,39,2,5,73,100,62,7,50,24,4,55,11,,64,Female,White / Caucasian,,High School or equivalent,Rung 3,,demand that the airline delays the flight,,,,huddle to conserve energy,,ask the parents if they know him,honk at the driver until they pull over,,,,,,,,stage a break-in at the store,carry her competitor on her sled
100,747,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,could go back and get the pass,tell her friend that her pass expired,ask her friend to help her,tell her friend that she cant make,tell her friend she rather go jogging in the park,38,30,33,74,58,79,48,52,54,96,88,91,76,83,88,1,study for the test,ask for help from the teacher,ask for help from the friend,ask for extension,take the test without cheating.,47,55,48,56,49,60,74,62,50,47,40,49,72,65,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,slow down and let the other move ahead,slowly pass the other car,call the police that the other car is moving all over the place,honk the horn at the other car,pull over and let the other car drive away.,29,64,44,89,73,86,97,88,93,30,44,25,56,58,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,his sister calls the cab service to get the ring,the sister tells the bride the ring is in the cab,the sister and the bride make a temporary ring,the sister tells Daniel to go back to the cab,the sister tells Daniel to tell the bride he lost the ring,63,56,33,84,87,83,23,52,26,74,35,69,37,85,57,1,sell unwanted stuff that he doesn't use,set up a go fund me to help with his father,have his father move into his apartment,share the same room,find a cheaper apartment,59,83,40,91,71,85,49,50,52,20,37,26,95,93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,tell his boss in advance of the court date,ask for time off,ask for another person to take his shift,call off the day of the court,dont show up for court.,85,91,87,68,71,70,52,51,58,88,68,80,15,12,11,,,,,,,,,,,,,,,,,,,,,,,40,Female,White / Caucasian,,Some College,Rung 6,,,,crawl past the front desk,copy a friend's assignment,,,,ram into the car,,,,tell his sister as soon as possible,buy his father a tent,,,ask a friend to take over,
100,890,TRUE,40,He should have spoken to his supervisor/management about a raise first ,There are sometimes flexible spending options for medical and he could discuss that with HR,Borrow from relatives/have relatives chip in,Bank loans for medical; his company might offer a loan,A crowdfunding platform,100,50,28,51,100,100,71,100,100,50,100,100,30,72,52,,,,,,,,,,,,,,,,,,,,,,10,Go back through receipts and try to figure out where it went,Discuss options with manager immediately,Offer to take it from the tip jar,Tell the manager and offer to provide a better accounting in future,Ask coworkers for advice on anyone's experience with past mistakes like this,100,100,100,62,100,100,71,100,72,82,100,100,100,100,100,100,Wait for the friend to show up and tell her,Meet the friend anyway and ask to go to coffee inst of working out,Use the desk phone,"Ask for a visitor's pass from the desk, explain situation",Ask her friend to use one of her own guest passes for her,100,100,100,93,100,100,51,100,100,100,100,100,72,100,100,100,Call her mother to bring it in,Speak with her instructor and ask that she prove it was done with her scrap notes,Call a friend to bring it ,Ask to go home at lunch to bring it in,Advise the instructor and offer to do extra  credit for the time missed,100,100,100,51,82,63,72,100,100,71,100,100,82,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Cal the taxi service immediately,Come up with an alternate band to use in case taxi can't return,Tell the groom and see if he will use a family band,Ask the wedding party for help,ask the priest/officiator for suggestions since they might have seen this before,100,100,100,92,100,100,82,100,100,81,100,100,62,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Return part way looking for other hikers,Find water to last longer,Go as far as needed for cell service,"Find a way to get his arm out like cutting the clothes, putting something slippery on it",Return to base and get the emergency teams,91,100,100,63,100,100,100,100,100,51,100,100,83,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White / Caucasian,,College Graduate (4 year),Rung 6,go on strike for better wages,,overcharge the next customers,borrow someone's phone,bring in the assignment the next day,,,,,,,,blame it on the maid of honor,,,leave Todd to save herself,,
100,1392,TRUE,,,,,,,,,,,,,,,,,,,,,,62,Call and politely ask that the flight be delayed.,Try to book another flight.,Google up ways to fix a car.,Call an Uber for himself to the airport and call for a tow truck to take his car back to his house.,Stop other cars and ask for assistance with his broken car.,2,95,83,15,100,100,47,100,87,30,100,85,35,82,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Try to buy a ticket off somebody else for Ted.,Just go and do something else with Ted and forget about the concert.,Sneak Ted into the concert at a back entrance.,Convince the employees at the entrance of the concert to let Ted in without a ticket.,Give Ted her ticket and just let him go by himself.,0,85,69,0,95,90,0,36,44,0,41,48,0,95,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Take her to the city --for free-- even though it's 10 miles further.,Call an Uber or taxi for her.,"Give her a ride, but drop her off at an even shorter destination.",Tell her no.,"Agree, but ask her to pay for the ride.",20,85,68,10,100,96,45,55,31,56,99,95,62,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Hike back and try to find someone for help.,Hike back and try to get phone service.,Try to build shelter for both of them to spend the night.,Yell really loudly for help and hope somebody hears.,"Take branches and twigs and build a giant ""HELP"" sign on the ground with hopes a plane sees it.",0,100,100,0,100,100,0,100,75,1,100,87,0,100,66,10,Just say that his boss hasn't shown up yet and he has to stay at work for a while longer.,Keep calling his boss.,Call a coworker to take over.,Close up the store since there's nobody that can work the shift.,"Just leave the store completely unattended, but open.",1,100,100,60,90,90,1,80,90,1,60,45,1,30,40,5,Try to wake up the unconscious dogsledder.,Call for help.,Make sure the dogsledder's dogs are okay.,Carry the dogsledder in her sled and finish the race with him.,Do nothing and pass him to finish the race with her own dogs.,1,100,95,1,100,100,1,85,80,1,100,100,90,0,1,,33,Male,Asian / Pacific Islander,,Vocational/Technical School (2 year),Rung 4,,demand that the airline delays the flight,,,,,teleport into the concert,,,take her to his house but no further,,,,,,leave Todd to save herself,tell his lawyer that he’s sick,steal his dogs for extra speed
100,2052,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,tell the truth that she doesn't have the homework on her,tell her teacher that her dog ate the homework,run out of the classroom never to return,tell the teacher that one of her classmates had stolen the homework,beg for mercy and promise to turn in the assignment the next day,70,100,80,8,0,5,5,0,1,10,0,5,24,100,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,give her a ride all the way to the city,give her a ride to where he was going,ignore her,call her a cab and pay for it,tell her to hitchhike,40,100,50,33,90,37,3,1,1,23,100,19,6,1,2,,,,,,,,,,,,,,,,,,,,,,1,could have thrown the knife away before reaching sercurity,told security about his mistake and handed over the knife,put the knife in someone else's carryone,stabbed the security guards and got on the plane,go back home,25,50,29,23,100,31,5,0,1,0,0,0,15,100,21,,,,,,,,,,,,,,,,,,,,,,0,get in touch with the welfare department,ask other relatives for help,somehow find a way to make more money and get a bigger place,move out of state and just dissappear,contact charities,67,97,75,30,96,38,11,94,18,5,0,1,49,96,59,,,,,,,,,,,,,,,,,,,,,,95,start a fire to signal someone,stay and hope that someone will find them,cut off his arm,try some other way to remove the arm,pray for a miricle ,3,26,1,16,30,13,1,1,1,18,24,19,10,5,19,95,leave work and let the store be unattended,try to get in touch wwith the court authorities ,wait for his boss to show up and miss court,call a friend who would look after the store,ask the a customer to look after the store,19,10,25,30,95,31,25,35,19,10,26,9,5,22,8,,,,,,,,,,,,,,,,,,,,,,,67,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,,,,hypnotize the teacher,,,,,call her a cab,,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,,hike until she finds cell service,call his lawyer,
100,705,TRUE,87,take out a loan,get supplemental insurance,ask family for money,look for alternative treatments,do nothing and suffer,25,92,74,74,100,100,49,82,88,60,100,100,11,55,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ask the front desk to contact her friend,renew her membership,go back to the office,use the front desk phone,talk to the front desk,39,100,100,32,100,100,16,100,66,32,100,100,20,100,100,56,talk to the teacher,ask her mom to bring it in,go home sick,skip class,do nothing & miss the assignment ,62,100,100,36,100,100,16,31,55,21,36,45,30,56,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,ask siblings to take in his father,have his father pay,find a higher paying single job,crowdfunding,get a loan,38,100,100,42,74,70,47,100,83,6,75,17,15,96,35,0,ration out the food,tell people to stay in their room,use the lifeboats,call for another boat,call for helicopter help,59,100,100,23,65,58,25,100,85,43,100,100,8,100,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,keep going,call for help,take his dogs,put a blanket on him,put him on her sled,65,54,72,73,100,100,38,80,63,65,100,100,42,100,100,,30,Male,White / Caucasian,,Master's Degree (MS),Rung 8,switch insurance plans,,,crawl past the front desk,quickly try to redo the assignment,,,,,,,,,get another job,throw disobedient passengers off the boat,,,leave her dogs with him
