Progress,Duration (in seconds),Finished,ResponseId,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,S7-FR_4,S7-FR_5,S7-FR_6,S7-FR_7,S7-FR_8,S7FRtime_First Click,S7FRtime_Last Click,S7FRtime_Page Submit,S7FRtime_Click Count,S7A1_7,S7A1_8,S7A1_9,S7A2_7,S7A2_8,S7A2_9,S7A3_7,S7A3_8,S7A3_9,S7A4_7,S7A4_8,S7A4_9,S7A5_7,S7A5_8,S7A5_9,S8-FR_4,S8-FR_5,S8-FR_6,S8-FR_7,S8-FR_8,S8FRtime_First Click,S8FRtime_Last Click,S8FRtime_Page Submit,S8FRtime_Click Count,S8A1_4,S8A1_5,S8A1_6,S8A2_4,S8A2_5,S8A2_6,S8A3_4,S8A3_5,S8A3_6,S8A4_4,S8A4_5,S8A4_6,S8A5_4,S8A5_5,S8A5_6,S9-FR_4,S9-FR_5,S9-FR_6,S9-FR_7,S9-FR_8,S9FRtime_First Click,S9FRtime_Last Click,S9FRtime_Page Submit,S9FRtime_Click Count,S9A1_4,S9A1_5,S9A1_6,S9A2_4,S9A2_5,S9A2_6,S9A3_4,S9A3_5,S9A3_6,S9A4_4,S9A4_5,S9A4_6,S9A5_4,S9A5_5,S9A5_6,S10-FR_4,S10-FR_5,S10-FR_6,S10-FR_7,S10-FR_8,S10FRtime_First Click,S10FRtime_Last Click,S10FRtime_Page Submit,S10FRtime_Click Count,S10A1_4,S10A1_5,S10A1_6,S10A2_4,S10A2_5,S10A2_6,S10A3_4,S10A3_5,S10A3_6,S10A4_4,S10A4_5,S10A4_6,S10A5_4,S10A5_5,S10A5_6,S11-FR_4,S11-FR_5,S11-FR_6,S11-FR_7,S11-FR_8,S11FRtime_First Click,S11FRtime_Last Click,S11FRtime_Page Submit,S11FRtime_Click Count,S11A1_4,S11A1_5,S11A1_6,S11A2_4,S11A2_5,S11A2_6,S11A3_4,S11A3_5,S11A3_6,S11A4_4,S11A4_5,S11A4_6,S11A5_4,S11A5_5,S11A5_6,S12-FR_4,S12-FR_5,S12-FR_6,S12-FR_7,S12-FR_8,S12FRtime_First Click,S12FRtime_Last Click,S12FRtime_Page Submit,S12FRtime_Click Count,S12A1_4,S12A1_5,S12A1_6,S12A2_4,S12A2_5,S12A2_6,S12A3_4,S12A3_5,S12A3_6,S12A4_4,S12A4_5,S12A4_6,S12A5_4,S12A5_5,S12A5_6,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRTime_First Click,S13FRTime_Last Click,S13FRTime_Page Submit,S13FRTime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRTime_First Click,S14FRTime_Last Click,S14FRTime_Page Submit,S14FRTime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRTime_First Click,S15FRTime_Last Click,S15FRTime_Page Submit,S15FRTime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRTime_First Click,S16FRTime_Last Click,S16FRTime_Page Submit,S16FRTime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRTime_First Click,S17FRTime_Last Click,S17FRTime_Page Submit,S17FRTime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRTime_First Click,S18FRTime_Last Click,S18FRTime_Page Submit,S18FRTime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
100,1594,TRUE,R_124iuFF8bqYFS6x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tell her teacher what happened and ask for an extension,try to quickly make another copy of her homework,try to dry the homework out under a hand drier in the restroom,"turn in the ruined homework, even though its ruined",don't turn anything in and get a zero on the assignment,12.125,198.152,216.79,12,100,100,100,31,100,80,10,100,80,0,50,2,30,90,50,"Suggest that they ration the food and water, dividing it equally",Look for food and water sources in the mountains,"Not take any food or water for himself, to make sure his friends have enough",Take the food and water for himself and ditch his friends,Resort to cannibalism ,11.71,196.876,217.651,10,100,100,100,100,100,90,5,100,5,10,0,10,1,0,0,Give Ted her ticket,Suggest that the group go somewhere else,Ask someone else in the group to give Ted their ticket,Try to buy a scalped ticket for Ted,Go to the concert without Ted,4.293,75.8,90.722,8,65,100,80,60,90,90,40,50,50,70,50,70,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Take his friend to the city,Take his friend to his house and let her figure it out from there,Take his friend to his house and then call a cab for her,Call a cab for her,Leave her at the gas station,2.69,102.885,111.282,7,100,100,100,70,80,60,50,90,70,60,85,70,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ask his father to move in with him,Put his father in a nursing home,Wait and see if another relative will do something about it,Do nothing without caring what happens to his father,Kill his father so that it's no longer a problem,10.629,154.602,181.485,22,60,100,100,60,90,100,50,70,100,10,5,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do nothing,Bum a cigarette off of him,Smoke one of her own cigarettes,Tell him that smoking is bad for his health,Release his dogs and set his sled on fire,2.193,57.942,98.174,7,100,100,100,15,90,91,15,95,90,5,70,10,1,0,0,,37,Female,White / Caucasian,,Master's Degree (MS),Rung 5
100,1570,TRUE,R_22m0Btc36Z6Bkjc,,,,,,,,,,,,,,,,,,,,,,,,,Start walking to the airport,Wait in the car,Catch a later flight,Thumb a ride,I don't know,28.536,123.59,132.644,10,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not show up for close,Talk with her teacher and show them the soggy homework,Turn in the assignment late,I don't know,I don't know,15.255,209.396,217.889,6,36,54,91,96,100,100,94,100,100,100,100,100,100,100,100,Study the map,Try to learn where they went off course,Use his phone to call for help,Use GPS tracking to get back on course,Stay calm,7.962,220.439,225.676,15,95,100,100,84,100,100,100,100,100,94,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,Watch,Ask someone who the teenager is,Approach the teenager,Talk with the teenager,Move away from the teenager,22.58,104.499,111.024,7,100,100,100,96,100,100,74,91,83,85,100,95,68,88,90,Slow down,Call Chuck ,Honk the horn,Not calling 911,I don't know,12.21,92.961,101.87,8,98,100,100,100,100,100,100,100,100,85,65,91,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forget the ring,Took the ring out of his pocket to look at it,Realize he has disrupted the wedding,Blame the taxi driver,Feel bad,5.211,201.701,215.627,11,17,5,6,93,98,100,7,95,100,22,9,21,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Male,White / Caucasian,,College Graduate (4 year),Rung 4
100,1715,TRUE,R_T0BAXQdFqjImClz,,,,,,,,,,,,,,,,,,,,,,,,,Wait the night out in the car and then try to find help in the morning.,Leave and try to keep walking in the night.,Wait outside the car and look around for help.,Just start running in a direction and hope for the best.,Try walking until he gets cell serivce.,177.732,247.646,274.609,6,100,100,100,30,100,40,70,100,100,0,100,0,25,100,35,,,,,,,,,,,,,,,,,,,,,,,,,Leave and call her friend later.,Just go inside anyway and see what happens.,Yell at the attendant for not letting her in.,Throw a trashcan through the gym door.,Wait outside for her friend to be done and inform her what happened.,66.742,66.742,281.142,1,100,100,100,20,50,25,0,0,0,0,0,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,Try and get everyone back to town.,Hunt to find food.,Build a fire.,Send someone for help.,Everybody split and go on their own.,173.716,173.716,233.024,1,100,100,100,100,100,100,100,100,100,20,50,36,0,100,0,Leave and go home.,Try to get in anyway.,Try to sneak in.,Steal a ticket from his friend.,Try and buy a ticket in the parking lot.,75.78,75.78,128.533,1,100,100,100,30,100,100,20,50,50,0,0,0,40,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Let them know before they find it.,Try and keep quiet about it.,Run away from security.,Throw his bag away from him.,"Immediately yell ""I didn't mean to.""",212.541,258.835,302.259,2,100,100,100,40,50,100,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Give his boss some more time,Call his boss,Prepare a note for his boss in case he has to close the store before his boss arrives,Miss his appointment,Close and hope his boss understands,35.525,35.525,90.331,1,100,100,100,100,100,100,49,50,50,10,50,50,5,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,29,Male,White / Caucasian,,Some College,Rung 3
100,1692,TRUE,R_2QgtRNWpJZJ3euh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,advise his friends they are lost,make his case to them for the fact they are lost,ask them what they think it would be best to do,present them with the option he prefers - walking to the town,build a campfire,14.169,70.446,82.909,5,98,100,100,98,100,100,80,100,80,100,100,100,35,100,75,,,,,,,,,,,,,,,,,,,,,,,,,nothing,get out her smart phone and make a youtube video,interecede with the children and ask them what's going on,ask the teenager: Are these your things?,take a selfie with the teenager and post it on instagram. It would distract him long enough for the others to return from the water and regain control of their presumed sibling,30.137,103.537,168.494,6,90,90,98,65,90,50,70,90,50,30,90,40,30,90,30,,,,,,,,,,,,,,,,,,,,,,,,,Cameron could politely explain that he has other obligations and cannot help on this occasion,He could engage her in conversation about her reason for requesting a ride,He could offer her a ride to the bus station,"He could offer her a ride to the home a her friend who lives closer to him, and may be able to give her a ride the rest of the way","If he suspects she is in trouble, he could offer her a ride to the police station or to social services",12.584,125.524,143.979,8,80,100,100,80,100,100,80,100,100,80,100,100,70,100,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andy may have his father live with him.,He may hire care givers to cover most hours when Andy is not at his home.,"He may commit himself to the idea that this is a humane decision, but after a time (months?) realize that it is not practical","He may find a residential care facility for his father, one that is reasonably close to his home. ",He should go visit his father regularly.,6.572,166.003,167.813,14,70,100,70,80,100,80,95,100,99,95,100,95,100,100,100,Ahmed needs to establish that the water supply on board the ship is secure,He needs to store that water supply in a container that will not be compromised because of the ships disfunction,"He needs to organize the passengers in groups of 8-10 and give them guidance on where to situate themselves on the ship. If the ship does not have power, it is important that weight be distributed on the ship",He can ask one passenger from each group to communicate to him if there are any particular medical issues within their group. Does anyone have diabetes? Does everyone in the group have adequate medication for the next 24 hours?,The concern for food supplies is misplaced in this scenario. It's not important. Its only for twenty four hours.,44.059,429.738,434.641,19,70,100,100,70,100,100,70,100,100,60,100,100,60,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shania will ignore him and keep moving toward her goal.,She will stop and briefly counsel him on the wisdom (or lack thereof) reflected in choosing to smoke a cigarette at any time. Smoking sucks! This is not bloody France!,She will ask him what the hell he is thinking! (This is the way dog sledders speak to one another. Don't be shocked.),She will console him in response to whatever emotional dilemma has caused this abberant behavior on this part. Then she will leave him.,She will not offer him a ride.,28.593,224.39,231.414,5,100,100,100,50,100,50,100,100,100,35,100,45,100,100,100,,68,Male,White / Caucasian,,College Graduate (4 year),Rung 6
100,710,TRUE,R_puQRriln7Xtq86d,Ask friend or family for money,Ask the vet for a payment plan,Don't get the medicine,Put the bill on a credit card,Start a fundraiser,11.035,11.035,42.456,1,80,100,100,77,100,100,9,0,0,100,100,100,19,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Explain this to the teacher and ask for an extension,Re-do the homework quickly before or during class,Call in sick to class,Accept the zero credit for this assignment,Drop the class,28.293,106.235,111.799,3,100,100,100,61,100,100,49,49,79,20,100,52,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Call his friend Chuck,Try to pass the car to see who it is,Call 911 and report,Ignore the car and pass when possible,Take a different route as soon as he can,9.982,9.982,56.072,1,61,100,91,91,100,100,61,100,100,90,82,92,72,80,80,Take the friend to the city,Make up an excuse why he can't do it,Fake a text or phone call to get out of it,Give the friend money for an uber,Ignore the friend and leave,10.31,10.31,59.272,1,70,100,91,81,50,100,30,39,50,10,100,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Call the cab company to locate it,Make up a lie and say it was stolen,Tell others the truth and ask for suggestions,Buy a new ring,Leave the wedding,2.701,2.701,49.715,1,100,100,100,40,0,10,91,100,100,0,100,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speed up to gain an advantage,Ask if he's okay or needs help,Ignore him,Stop for a break and talk,Have a cigarette with him,21.423,60.632,69.861,5,80,100,100,70,100,100,91,100,100,50,100,50,0,100,11,,53,Female,White / Caucasian,,College Graduate (4 year),Rung 7
100,1384,TRUE,R_3GfHcrrtyds9KDg,,,,,,,,,,,,,,,,,,,,,,,,,Try to fix the car.,Put the hood up and hope someone comes by to help.,"Get out of the car and stick out his thumb, looking for a ride.",Start walking.,Accept that he's going to miss his flight.,23.781,93.741,129.786,5,100,100,100,90,100,100,0,80,10,5,80,80,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walk toward town.,"Set up camp, hunker down, and wait to be rescued.",Ration their supplies.,Forage for food and water.,Ditch his friends and take off on his own.,10.92,103.921,113.245,5,100,100,100,70,98,90,95,100,100,19,90,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cameron could freely give his old friend a ride.,Cameron could ask his friend to cover the extra gas.,Cameron could tell the former friend to take the bus.,"Cameron could suggest they ask someone else, because it's out of his way.",Cameron could say no.,18.198,181.678,188.236,15,100,100,100,80,99,95,10,50,10,15,3,3,5,50,5,"Ignore the situation, the dog's in no danger.",Go back into the mall and alert security.,Call the police.,Wait for the owner and give them a piece of her mind for leaving the dog shut up in a car with the windows up like that.,Break a window and free the dog.,7.071,86.247,95.07,7,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,He could admit the mistake.,He could call the taxi company to ask the driver to come back so he could look for it.,He could reimburse the bride and groom for the lost ring.,He could replace the ring.,He could act like he has no idea what happened to it and ghost his friends.,3.177,141.069,155.205,14,100,100,100,100,100,100,95,100,95,80,95,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignore the competitor and continue on her way.,Give the competitor a nod as she passes him.,Wave jauntily as she goes by.,Heckle the competitor.,Watch for a chance to sabotage her competitor.,11.243,117.467,129.195,15,90,100,90,100,100,100,95,100,100,40,25,40,0,0,0,,48,Female,White / Caucasian,,Some College,Rung 2
100,1625,TRUE,R_4GHe5QePXQs0ueB,,,,,,,,,,,,,,,,,,,,,,,,,he could start walking to the airport,Josh could hitch hike,He could follow the road to get a better signal,He could sit tight and hope another vehicle comes around,Josh could get another flight later and just get back to civilization,1.325,157.983,158.42,2,50,100,100,61,100,100,70,0,99,100,100,98,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he could ration available food,he could lead his friends to base of the mountain,they could stay put and wait for help,they could use signal flares or a mirror for help,they could create a fire for others to locate them,11.611,54.749,113.847,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Darya could give Ted her ticket,Darya could see if they can find a scapled ticket,Darya could convince one of his other friends to give up a ticket,Darya could see if Ted would want to go to another concert ,Darya could take Ted back to get his ticket ,1.874,1.874,297.756,1,100,100,100,100,46,100,68,47,100,29,0,39,27,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carl could throw out the knife,Carl could deny knowledge of knife's legality,Carl could be honest about the knife at security and just claim he forgot to ship it,Carl could ship his knife back home rather than bring it on the plane,Carl could go back home and drop off the knife,1.577,1.577,162.791,1,34,100,100,100,0,39,50,100,100,100,100,100,0,100,54,,,,,,,,,,,,,,,,,,,,,,,,,he could get a home health aid for his father,he could move his father into a rehabilitation center,He could move his dad in with him,he could personally care for his dad,Andy could put his father in a nursing home,1.407,1.407,216.933,1,100,100,100,100,100,100,100,100,100,38,100,100,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,,she could ration the water to save her and todd,she could travel somewhere to get better reception for help,she could build a fire to signal help,she could spare her energy and not panic,She could go for help an dleave Todd with the water,1.84,1.84,198.203,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Male,Hispanic / Latino,,College Graduate (4 year),Rung 4
100,1357,TRUE,R_1Fu2dHy1DsCVcRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,count the money again,tell the boss the truth,look for the money in the register or on the floor somewhere,look through the receipts,take the money out of his own pocket,34.523,34.523,81.288,1,96,99,100,93,100,99,96,99,97,85,97,96,27,55,9,ask someone to borrow their cell phone to call them,wait outside them,just go ahead and leave,pay the bill,go to a business and ask to use their phone,20.131,20.131,85.487,1,87,99,95,81,96,93,14,5,9,94,99,98,67,97,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,give him your ticket,look for a scalper,see if someone can bring the ticket to you,party in the parking lot with others,drive fast to go get the ticket and back home,63.519,63.519,157.019,1,5,74,29,94,55,86,86,99,94,61,97,12,74,65,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,say he can't find the ring,tell them you lost the ring,say you have a hole in your pocket and the ring is gone,tell them the truth,tell that it must have fell out somewhere,1.598,1.598,186.013,1,73,97,82,82,92,88,12,4,10,92,100,89,16,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut the finger off,go for help,walk around to find reception for the phone,start a fire for help,try and find water from a stream or creek,33.331,33.331,136.608,1,15,84,35,94,100,98,67,88,94,66,97,75,98,100,81,,,,,,,,,,,,,,,,,,,,,,,,,keep on going,stop to see if everything is alright,stop and smoke with them,try and go faster,stop ahead of them and rest for awhile,51.773,51.773,144.459,1,100,100,99,56,96,85,55,88,70,89,99,95,11,71,65,,43,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 3
100,1143,TRUE,R_QhazOhnWBLDVNnz,,,,,,,,,,,,,,,,,,,,,,,,,flag down someone,walk to nearest house,walk to get a signal,wait for someone to stop,do nothing,90.988,90.988,167.36,1,91,100,100,80,100,100,91,100,100,59,100,100,100,0,53,wait for his manager,look for money,nothing,ask other workers about it,add his own money,21.535,90.798,110.736,4,70,100,100,100,100,100,12,13,13,100,100,100,21,52,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call someone to bring ticket,drive home to get ticket,but a scalped ticked ,nothing,give her ticket to Ted,1.31,105.76,106.304,3,81,100,100,66,100,58,88,50,96,13,51,21,69,100,52,nothing,stop teenager,tell family,get things out of water,call police,23.981,23.981,57.494,1,51,51,74,73,83,76,93,100,94,100,100,94,27,87,31,honk,tailgate,speed pass him,nothing,drift behind him,12.889,12.889,77.492,1,81,100,100,56,22,25,72,68,72,32,100,47,33,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,throw away knife,go thru and see what happens,put knife is his car,don't go,give the knife away,16.805,120.489,126.845,5,16,52,29,51,51,45,86,100,100,15,100,50,22,100,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Female,White / Caucasian,,College Graduate (4 year),Rung 7
100,1501,TRUE,R_1FgNX4j2pM0KONo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,check the cameras,tell his boss,start an investigation,ask people what happened,check again,1.575,121.67,186.623,5,100,100,100,83,99,77,100,100,100,72,90,78,100,100,100,try to pay her dues as soon as possible,go back to the office to contact her friend,ask the staff to inform her friend,try to keep better track of bills,apologize,1.979,265.697,277.382,5,71,94,82,99,100,100,100,100,100,81,100,88,71,100,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,give Ted her ticket,go someplace else to celebrate,try to pick up Ted's ticket for him,see if the venue will accept the online receipt ,call the venue to explain,1.444,132.138,140.561,10,81,100,76,82,100,81,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,get rid of the knife,return the knife to his car,call his family to pick his knife up,call his friend to pick his knife up,try to explain,1.81,246.047,348.553,8,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,visit his father more often,ask his father to live with him,console his father,hire a caretaker,send his father money,1.611,167.176,175.077,8,100,100,99,86,100,89,100,100,99,92,100,98,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call his boss,call any coworkers,consider locking up the store,get ready to leave,call the court,1.888,53.388,83.638,5,100,100,100,99,99,100,100,100,99,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,28,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 7
